caseID,uri,uriID,newURI
8,def://app/src/main/res/layout/select_channel_fragment.xml[language=FILE]//LinearLayout/TextView/android:id[language=XML]//@+id\\/empty_state_view[language=ANY],0,def://app/src/main/res/layout/select_channel_fragment.xml[language=FILE]//LinearLayout/TextView/android:id[language=XML]//@+id\\/empty_state_views[language=ANY]
9,use://app/src/main/java/org/schabi/newpipe/fragments/EmptyFragment.java[language=FILE]//EmptyFragment/onCreateView/view.findViewById/R.id.empty_state_view[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/EmptyFragment.java[language=FILE]//EmptyFragment/onCreateView/view.findViewById/R.id.empty_state_viewGroup[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/handleResult/binding.detailVideoTitleView[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/handleResult/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/binding.detailVideoTitleView[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/binding.detailVideoTitleView[language=JAVA],1,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/onLongClick/ShareUtils.copyToClipboard/binding.detailVideoTitleView[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/onLongClick/ShareUtils.copyToClipboard/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/animate/binding.detailVideoTitleView[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/animate/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/toggleTitleAndSecondaryControls/binding.detailVideoTitleView[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/toggleTitleAndSecondaryControls/binding.detailedVideoTitleView[language=JAVA]
10,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/toggleTitleAndSecondaryControls/binding.detailVideoTitleView[language=JAVA],1,use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/toggleTitleAndSecondaryControls/binding.detailedVideoTitleView[language=JAVA]
11,def://app/src/main/res/layout-large-land/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/queueButton[language=ANY],0,def://app/src/main/res/layout-large-land/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/queueBtn[language=ANY]
11,def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/queueButton[language=ANY],0,def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/queueBtn[language=ANY]
12,use://app/src/main/java/org/schabi/newpipe/settings/custom/NotificationActionsPreference.java[language=FILE]//NotificationActionsPreference/NotificationSlot/openActionChooserDialog/inflater.inflate/R.layout.list_radio_icon_item[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/settings/custom/NotificationActionsPreference.java[language=FILE]//NotificationActionsPreference/NotificationSlot/openActionChooserDialog/inflater.inflate/R.layout.radio_icon_list_item[language=JAVA]
12,use://app/src/main/java/org/schabi/newpipe/RouterActivity.java[language=FILE]//RouterActivity/showDialog/ListRadioIconItemBinding[language=JAVA],0,use://app/src/main/java/org/schabi/newpipe/RouterActivity.java[language=FILE]//RouterActivity/showDialog/RadioIconListItemBinding[language=JAVA]
