XML,JAVA
def://VirtualXposed/VirtualApp/app/src/main/res/layout/activity_list.xml//LinearLayout/ListView/android:id//@+id\/list,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/sys/ShareBridgeActivity.java//R.id.list
def://VirtualXposed/VirtualApp/app/src/main/res/layout/activity_list.xml//LinearLayout/TextView/android:id//@+id\/empty_view,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/settings/RecommendPluginActivity.java//R.id.empty_view
def://VirtualXposed/VirtualApp/app/src/main/res/layout/item_app_manage.xml//RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/item_app_icon,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/settings/AppManageActivity.java//R.id.item_app_icon
def://VirtualXposed/VirtualApp/app/src/main/res/layout/item_app_manage.xml//RelativeLayout/RelativeLayout/TextView/android:id//@+id\/item_app_name,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/settings/AppManageActivity.java//R.id.item_app_name
def://VirtualXposed/VirtualApp/app/src/main/res/layout/item_app_manage.xml//RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/item_app_button,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/settings/AppManageActivity.java//R.id.item_app_button
def://VirtualXposed/VirtualApp/app/src/main/res/layout/fragment_list_app.xml//FrameLayout/io.virtualapp.widgets.DragSelectRecyclerView/android:id//@+id\/select_app_recycler_view,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/ListAppFragment.java//R.id.select_app_recycler_view
def://VirtualXposed/VirtualApp/app/src/main/res/layout/fragment_list_app.xml//FrameLayout/ProgressBar/android:id//@+id\/select_app_progress_bar,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/ListAppFragment.java//R.id.select_app_progress_bar
def://VirtualXposed/VirtualApp/app/src/main/res/layout/fragment_list_app.xml//FrameLayout/Button/android:id//@+id\/select_app_install_btn,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/ListAppFragment.java//R.id.select_app_install_btn
def://VirtualXposed/VirtualApp/app/src/main/res/layout/fragment_list_app.xml//FrameLayout/android.support.design.widget.FloatingActionButton/android:id//@+id\/select_app_from_external,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/ListAppFragment.java//R.id.select_app_from_external
def://VirtualXposed/VirtualApp/app/src/main/res/layout/activity_loading.xml//FrameLayout/RelativeLayout/io.virtualapp.widgets.EatBeansView/android:id//@+id\/loading_anim,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/LoadingActivity.java//R.id.loading_anim
def://VirtualXposed/VirtualApp/app/src/main/res/layout/activity_loading.xml//FrameLayout/RelativeLayout/ImageView/android:id//@+id\/app_icon,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/LoadingActivity.java//R.id.app_icon
def://VirtualXposed/VirtualApp/app/src/main/res/layout/activity_loading.xml//FrameLayout/RelativeLayout/TextView/android:id//@+id\/app_name,use://VirtualXposed/VirtualApp/app/src/main/java/io/virtualapp/home/LoadingActivity.java//R.id.app_name
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/choose_account_row.xml//LinearLayout/ImageView/android:id//@+id\/account_row_icon,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ChooseAccountTypeActivity.java//R.id.account_row_icon
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/choose_account_row.xml//LinearLayout/TextView/android:id//@+id\/account_row_text,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ChooseAccountTypeActivity.java//R.id.account_row_text
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/choose_type_and_account.xml//LinearLayout/TextView/android:id//@+id\/description,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ChooseTypeAndAccountActivity.java//R.id.description
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/custom_notification_lite.xml//FrameLayout/ImageView/android:id//@+id\/im_main,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/server/notification/RemoteViewsFixer.java//R.id.im_main
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/custom_notification.xml//FrameLayout/ImageView/android:id//@+id\/im_main,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/server/notification/RemoteViewsFixer.java//R.id.im_main
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/resolve_list_item.xml//LinearLayout/ImageView/android:id//@+id\/icon,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ResolverActivity.java//R.id.icon
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/resolve_list_item.xml//LinearLayout/LinearLayout/TextView/android:id//@+id\/text1,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ResolverActivity.java//R.id.text1
def://VirtualXposed/VirtualApp/lib/src/main/res/layout/resolve_list_item.xml//LinearLayout/LinearLayout/TextView/android:id//@+id\/text2,use://VirtualXposed/VirtualApp/lib/src/main/java/com/lody/virtual/client/stub/ResolverActivity.java//R.id.text2
